month,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd,station,PM2.5
11,12,67.0,2.0,69.0,1600.0,3.0,2.6,1017.3,1.7,0.9,2.9,NNE,Gucheng,67.0
10,4,72.0,3.0,47.0,800.0,2.0,7.3,1020.4,4.8,0.0,0.1,SW,Nongzhanguan,27.0
4,20,140.0,16.0,73.0,800.0,78.0,15.2,1005.2,6.7,0.0,0.4,W,Guanyuan,66.0
5,1,55.0,2.0,70.0,400.0,11.0,13.6,1005.2,3.1,0.0,1.0,NNE,Wanliu,14.0
12,4,400.0,6.0,110.0,,4.0,-3.8,1018.8,-7.1,0.0,1.0,NW,Changping,390.0
10,14,356.0,29.0,125.0,2300.0,27.0,21.3,1015.1,16.5,0.0,0.8,N,Wanliu,356.0
7,0,112.0,2.0,13.0,1000.0,145.0,23.1,1000.9,21.7,3.5,0.9,SE,Shunyi,112.0
5,18,196.0,10.0,21.0,700.0,204.0,28.2,996.2,15.5,0.0,2.1,SW,Gucheng,83.0
7,19,39.0,3.0,10.0,400.0,99.0,28.0,994.6,19.8,0.0,1.2,WNW,Dingling,20.0
9,10,204.0,15.0,74.0,2000.0,3.0,19.9,1013.5,14.3,0.0,0.8,E,Nongzhanguan,72.0
7,9,72.0,4.0,13.0,700.0,42.0,28.7,993.3,23.1,0.0,2.3,ESE,Huairou,58.0
10,3,122.0,3.0,78.0,1100.0,2.0,14.2,1016.2,13.1,0.0,1.1,SE,Wanshouxigong,122.0
3,8,275.0,23.0,136.0,2200.0,11.0,14.6,1004.8,7.4,0.0,1.1,ESE,Gucheng,223.0
1,12,45.0,8.0,42.0,700.0,44.0,1.7,1022.1,-19.5,0.0,4.5,NW,Changping,13.0
5,3,23.0,3.0,11.0,,,14.7,999.8,1.2,0.0,0.0,N,Dingling,7.0
2,22,28.0,2.0,19.0,200.0,69.0,-2.8,1028.3,-21.6,0.0,2.4,NNW,Dongsi,16.0
3,8,17.0,10.0,34.0,500.0,63.0,4.2,1020.7,-15.1,0.0,2.6,NNE,Wanliu,8.0
4,11,236.0,32.0,40.0,2400.0,108.0,16.2,1011.2,8.2,0.0,2.3,SW,Huairou,236.0
8,19,49.0,6.0,62.0,400.0,90.0,27.1,1007.2,13.1,0.0,0.8,SSW,Shunyi,16.0
8,12,59.0,6.0,24.0,600.0,134.0,28.7,1003.7,16.3,0.0,1.7,SSE,Shunyi,37.0
6,9,43.0,2.0,42.0,500.0,59.0,26.6,998.1,19.5,0.0,0.8,ENE,Aotizhongxin,43.0
5,19,141.0,15.0,38.0,1100.0,72.0,23.8,1001.6,8.6,0.0,0.7,NNE,Huairou,38.0
6,17,138.0,6.0,22.0,800.0,194.0,29.1,1000.6,20.8,0.0,1.2,SE,Wanshouxigong,138.0
6,11,78.0,2.0,47.0,600.0,135.0,29.2,997.8,15.3,0.0,2.3,S,Gucheng,40.0
3,2,94.0,18.0,29.0,700.0,49.0,3.1,1014.2,-0.2,0.0,2.0,ESE,Huairou,84.0
9,15,13.0,7.0,24.0,500.0,162.0,28.2,1011.4,10.4,0.0,1.7,E,Tiantan,11.0
5,3,90.0,2.0,84.0,900.0,6.0,14.8,1005.4,12.3,0.0,1.0,NE,Wanliu,86.0
2,0,202.0,83.0,117.0,4400.0,9.0,-6.0,1024.0,-16.0,0.0,0.6,WSW,Wanshouxigong,194.0
9,19,119.0,29.0,,1500.0,184.0,22.4,1008.7,17.3,0.0,0.7,S,Wanshouxigong,72.0
10,16,102.0,75.0,79.0,3300.0,2.0,12.4,1015.8,-0.2,0.0,1.2,SW,Huairou,79.0
7,4,111.0,5.0,75.0,500.0,2.0,22.0,994.4,21.3,0.0,1.1,NE,Aotizhongxin,69.0
2,23,65.0,3.0,11.0,300.0,84.0,-5.0,1030.0,-27.0,0.0,4.3,N,Nongzhanguan,8.0
3,12,233.0,129.0,118.0,3300.0,13.0,8.7,1015.5,-3.5,0.0,1.7,S,Wanliu,186.0
11,10,92.0,5.0,82.0,1200.0,4.0,13.4,1018.3,-1.0,0.0,1.0,ENE,Tiantan,59.0
5,14,112.0,43.0,38.0,900.0,152.0,24.1,1004.1,4.9,0.0,1.8,SW,Wanliu,89.0
3,23,110.0,9.0,87.0,600.0,29.0,13.3,1010.9,3.6,0.0,0.5,NE,Shunyi,54.0
7,8,26.0,15.0,14.0,600.0,50.0,31.5,992.6,19.2,0.0,1.4,WSW,Dingling,12.0
12,2,116.0,55.0,68.0,,6.0,-2.3,1021.4,-11.8,0.0,0.4,NNW,Dongsi,88.0
12,21,77.0,20.0,67.0,2100.0,5.0,-6.1,1033.8,-12.2,0.0,1.3,ENE,Guanyuan,77.0
12,15,14.0,2.0,2.0,200.0,71.0,3.6,1018.0,-17.3,0.0,4.0,NNW,Dingling,6.0
1,9,22.0,7.0,35.0,600.0,29.0,-6.0,1026.0,-17.7,0.0,2.2,NE,Wanshouxigong,9.0
8,5,37.0,6.0,7.0,800.0,73.0,22.4,1002.4,16.4,0.0,1.3,S,Dingling,24.0
9,7,43.0,2.0,80.0,600.0,4.0,18.8,1003.6,18.0,0.0,1.4,E,Nongzhanguan,33.0
12,8,24.0,30.0,60.0,500.0,21.0,-1.0,1027.0,-13.9,0.0,1.8,E,Nongzhanguan,12.0
3,1,8.0,4.0,25.0,400.0,51.0,-1.4,1033.2,-28.2,0.0,1.4,NW,Nongzhanguan,8.0
4,7,141.0,9.0,68.0,1000.0,2.0,11.9,1004.9,0.9,0.0,1.0,NE,Wanshouxigong,59.0
8,8,58.0,2.0,25.0,1000.0,59.0,22.3,1010.4,19.7,0.0,1.4,NE,Shunyi,58.0
8,8,134.0,2.0,55.0,1200.0,13.0,25.1,1004.8,23.2,0.0,0.9,NNE,Gucheng,121.0
4,14,157.0,14.0,28.0,1400.0,192.0,25.8,1007.4,13.6,0.0,2.9,S,Wanshouxigong,108.0
10,23,252.0,2.0,40.0,1800.0,50.0,10.8,1002.9,8.7,0.0,1.2,NW,Changping,252.0
8,8,26.0,6.0,27.0,500.0,49.0,27.1,998.2,14.8,0.0,0.8,NE,Gucheng,8.0
3,7,89.0,23.0,63.0,1300.0,2.0,-1.7,1016.0,-14.2,0.0,1.2,N,Dingling,74.0
6,17,13.0,3.0,4.0,300.0,55.0,17.8,1003.4,15.8,0.1,0.4,NNW,Dingling,3.0
8,9,177.0,15.0,52.0,1000.0,56.0,29.0,1004.7,19.3,0.0,0.9,ENE,Wanliu,71.0
1,15,43.0,10.0,12.0,300.0,63.0,7.8,1018.0,-13.2,0.0,2.3,E,Nongzhanguan,13.0
6,18,78.0,6.0,25.0,1200.0,188.0,23.0,1003.9,13.2,0.0,7.0,NW,Nongzhanguan,66.0
7,10,65.0,18.0,17.0,900.0,109.0,28.3,1005.5,15.2,0.0,1.5,SSW,Huairou,65.0
10,6,41.0,2.0,60.0,600.0,2.0,9.46,1015.0,3.1,0.0,1.7,SW,Gucheng,26.0
6,22,110.0,6.0,111.0,700.0,66.0,24.0,1004.0,8.0,0.0,1.3,SSE,Shunyi,52.0
6,16,15.0,8.0,13.0,300.0,133.0,27.9,1000.2,13.4,0.0,2.4,SE,Aotizhongxin,8.0
12,21,94.0,12.0,93.0,1600.0,2.0,-0.2,1026.7,-10.4,0.0,1.3,WSW,Aotizhongxin,81.0
6,17,134.0,2.0,23.0,1200.0,239.0,34.4,994.6,21.1,0.0,2.6,SSW,Dongsi,134.0
3,5,187.0,47.0,70.0,2200.0,14.0,5.9,1001.5,-3.0,0.0,1.0,N,Changping,41.0
6,16,70.0,8.0,53.0,1000.0,76.0,25.6,1000.5,17.5,0.0,0.7,SSW,Dongsi,69.0
10,12,160.0,19.0,98.0,1300.0,18.0,19.2,1015.0,8.5,0.0,0.7,NNW,Nongzhanguan,98.0
2,11,7.0,4.0,15.0,200.0,84.0,3.3,1030.2,-21.7,0.0,2.8,ENE,Aotizhongxin,7.0
2,23,84.0,36.0,89.0,2000.0,3.0,-3.9,1024.3,-16.8,0.0,0.9,WNW,Wanshouxigong,84.0
9,8,54.0,2.0,31.0,600.0,2.0,16.9,1006.1,13.4,0.0,0.8,NNE,Huairou,29.0
1,16,61.0,13.0,43.0,600.0,45.0,3.7,1009.2,-19.9,0.0,3.6,WNW,Changping,16.0
6,20,59.0,2.0,26.0,400.0,193.0,28.9,1001.6,13.2,0.0,1.8,S,Guanyuan,43.0
9,20,186.0,2.0,103.0,1300.0,76.0,17.8,1004.5,10.7,0.0,2.1,N,Changping,122.0
9,1,14.0,1.0,38.0,100.0,44.0,12.4,1014.1,0.5,0.0,0.7,SW,Changping,3.0
4,4,56.0,3.0,78.0,600.0,,7.6,1003.4,3.4,0.0,0.8,NE,Wanliu,55.0
6,10,50.0,9.0,41.0,2299.0,2.0,18.9,1005.5,18.4,0.1,1.5,NE,Wanliu,100.0
4,1,104.0,10.0,43.0,600.0,100.0,17.5,1006.6,11.5,0.0,2.0,S,Guanyuan,85.0
1,16,39.0,2.0,16.0,300.0,68.0,-10.1,1038.8,-31.2,0.0,4.5,NW,Nongzhanguan,7.0
9,11,56.0,11.0,46.0,600.0,10.0,13.9,1021.5,1.2,0.0,2.4,W,Aotizhongxin,19.0
10,19,184.0,23.7048,131.0,1100.0,15.0,12.6,1009.6,9.8,0.0,0.6,NE,Aotizhongxin,84.0
5,17,72.0,30.0,23.0,500.0,147.0,23.0,997.2,14.8,0.0,3.0,SW,Aotizhongxin,66.0
1,11,53.0,60.0,87.0,1900.0,4.0,2.9,1025.1,-15.2,0.0,0.6,E,Wanshouxigong,62.0
10,19,134.0,2.0,102.0,1200.0,4.0,14.5,1005.6,8.0,0.0,1.2,NNE,Changping,60.0
3,23,331.0,16.0,121.0,1200.0,6.0,5.3,1010.8,-6.0,0.0,0.0,NE,Aotizhongxin,97.0
1,20,139.0,38.0,98.0,1800.0,8.0,2.0,1021.0,-14.6,0.0,2.0,WSW,Dongsi,119.0
6,9,70.0,6.0,17.0,400.0,79.0,25.0,1005.9,8.0,0.0,1.7,SSE,Huairou,26.0
11,0,23.0,5.0,14.0,300.0,43.0,-3.7,1019.8,-25.9,0.0,3.5,WNW,Changping,13.0
7,7,58.0,2.0,22.0,700.0,11.0,21.4,997.1,18.0,0.0,0.9,SSE,Huairou,42.0
6,7,174.0,2.0,48.0,1300.0,50.0,24.9,998.5,22.2,0.0,1.2,NE,Tiantan,174.0
1,6,37.0,18.0,69.0,1100.0,19.0,-5.425,1021.0,-20.1,0.0,1.6,NW,Gucheng,12.0
8,22,67.0,6.0,51.0,500.0,47.0,24.8,1000.6,22.9,0.0,0.1,WSW,Wanliu,31.0
9,20,59.0,4.0,29.0,600.0,159.0,28.0,1003.5,16.3,0.0,1.6,SSW,Nongzhanguan,26.0
4,19,163.0,47.0,48.0,1200.0,44.0,13.4,1005.8,7.4,0.0,0.8,S,Wanshouxigong,157.0
9,8,57.0,2.0,29.0,600.0,2.0,14.2,1011.8,13.2,1.0,1.1,W,Huairou,29.0
5,19,21.0,7.0,16.0,300.0,159.0,26.9,994.9,4.6,0.0,4.7,SW,Tiantan,21.0
5,1,69.0,2.0,14.0,200.0,74.0,21.9,995.3,8.4,0.0,3.1,N,Changping,69.0
1,18,137.0,45.0,80.0,2300.0,12.0,-3.0,1019.0,-9.9,0.0,1.2,SE,Nongzhanguan,132.0
3,14,36.0,3.0,10.0,400.0,116.0,18.2,1019.3,-15.3,0.0,3.5,S,Gucheng,24.0
12,23,193.0,56.0,112.0,3500.0,5.0,0.6,1023.6,-5.9,0.0,0.6,NE,Wanliu,180.0
9,23,139.0,6.0,117.0,1700.0,48.0,18.4,1013.6,17.2,0.0,0.6,NNE,Dongsi,107.0
10,4,42.0,2.0,45.0,1500.0,,12.7,1017.7,11.6,0.5,1.9,SE,Aotizhongxin,42.0
6,0,82.0,3.0,16.0,1100.0,148.0,25.6,997.3,16.4,0.0,1.4,NNW,Dingling,47.0
12,15,70.0,51.0,92.0,1500.0,26.0,1.1,1025.4,-13.8,0.0,0.6,S,Gucheng,62.0
2,7,25.0,32.0,98.0,1400.0,7.0,-5.0,1028.8,-8.4,0.0,0.9,W,Wanliu,49.0
3,0,92.0,29.0,84.0,1600.0,3.0,-0.3,1024.8,-13.9,0.0,0.7,ESE,Shunyi,92.0
4,2,108.0,41.0,32.0,1500.0,69.0,9.5,998.2,-0.7,0.0,1.6,SW,Dongsi,55.0
3,22,334.0,23.0,53.0,3300.0,43.0,5.3,1005.7,0.3,0.0,1.2,SE,Huairou,334.0
9,22,92.0,2.0,17.0,600.0,127.0,20.7,1002.8,13.2,0.0,1.3,NW,Dingling,47.0
4,15,190.0,81.0,94.0,2399.0,21.0,6.8,1007.1,3.9,0.0,2.0,NNE,Aotizhongxin,85.0
6,7,122.0,8.0,68.0,3100.0,2.0,19.5,1004.2,18.7,0.0,1.0,E,Dongsi,112.0
3,11,33.0,2.0,20.0,400.0,79.0,14.8,1021.9,-9.3,0.0,3.4,N,Tiantan,8.0
11,9,16.0,21.0,35.0,800.0,22.2768,6.7,1020.0,-12.0,0.0,2.0,N,Gucheng,14.0
4,9,178.0,35.0,100.0,2100.0,13.0,13.7,1005.9,1.0,0.0,1.2,NE,Wanliu,84.0
1,7,92.0,8.0,78.0,2700.0,2.0,-9.4,1023.8,-18.4,0.0,0.5,E,Tiantan,92.0
8,18,19.0,2.0,13.0,400.0,95.0,26.9,997.6,19.3,0.0,1.0,SW,Huairou,14.0
10,18,49.0,1.0,26.0,500.0,39.0,16.5,1019.0,10.1,0.0,0.8,N,Shunyi,22.0
11,19,244.0,31.0,105.0,1800.0,24.0,9.1,1006.0,1.7,0.0,0.6,ESE,Gucheng,163.0
9,10,135.0,8.0,48.0,1000.0,22.0,24.8,1012.1,14.9,0.0,1.1,SSW,Shunyi,102.0
8,0,92.0,5.0,38.0,700.0,77.0,27.2,997.7,22.6,0.0,1.7,WSW,Tiantan,72.0
4,16,106.0,3.0,22.0,200.0,103.0,23.6,1005.1,-9.8,0.0,5.1,SW,Dongsi,22.0
3,7,46.0,3.0,40.0,500.0,28.0,12.6,1008.1,3.0,0.0,1.4,SE,Huairou,26.0
10,13,149.0,7.0,58.0,1300.0,91.0,20.7,1013.2,12.4,0.0,1.0,SW,Wanliu,149.0
6,11,70.0,3.0,38.0,800.0,84.0,27.3,1000.8,21.6,0.0,2.1,ESE,Wanshouxigong,36.0
4,4,107.0,62.0,,1800.0,11.0,10.0,1005.6,1.9,0.0,0.0,N,Tiantan,67.0
4,23,270.0,30.0,180.0,1600.0,2.0,13.8,1011.7,10.0,0.0,0.4,ENE,Wanliu,207.0
4,13,60.0,10.0,27.0,600.0,132.0,23.3,1004.7,11.0,0.0,0.7,NE,Gucheng,43.0
7,13,12.0,,14.1657,,201.9906,31.7,995.4,21.2,0.0,2.1,ESE,Shunyi,35.0
9,18,117.0,1.0,54.0,1400.0,1.0,19.5,996.1,19.5,0.2,1.0,NW,Huairou,92.0
12,5,11.0,4.0,3.0,200.0,48.0,-2.7,1020.8,-16.4,0.0,3.9,WNW,Dingling,6.0
10,9,284.0,5.0,99.0,2400.0,2.0,13.9,1008.4,11.4,0.0,1.6,NNE,Nongzhanguan,247.0
11,6,81.0,9.0,64.0,1700.0,2.0,6.0,1015.0,5.0,0.0,0.5,NNE,Dongsi,81.0
9,17,22.0,2.0,12.0,300.0,102.0,29.3,1011.4,11.8,0.0,0.8,NNE,Shunyi,22.0
7,12,100.0,5.0,22.0,800.0,171.0,34.6,998.3,19.8,0.0,2.8,S,Dongsi,100.0
7,18,14.0,3.0,13.0,400.0,111.0,30.4,993.8,18.8,0.0,0.1,S,Changping,15.0
1,20,44.0,34.0,58.0,900.0,8.0,,,,,,,Changping,35.0
7,21,42.0,2.0,74.0,600.0,4.0,23.2,999.2,18.5,0.0,1.1,NNW,Changping,28.0
10,12,102.0,8.0,53.0,700.0,14.0,17.1,1011.6,7.2,0.0,0.9,NNW,Dongsi,50.0
11,21,306.0,46.0,123.0,2600.0,2.0,2.0,1012.0,0.8,0.0,1.3,E,Nongzhanguan,277.0
1,0,17.0,2.0,10.0,400.0,59.0,-10.9,1026.6,-24.4,0.0,0.7,NNE,Shunyi,12.0
6,23,14.0,2.0,38.0,300.0,62.0,20.0,1003.9,7.7,0.0,2.8,NW,Aotizhongxin,14.0
12,15,117.0,75.0,104.0,2500.0,5.0,2.8,1029.0,-9.5,0.0,0.8,NNE,Guanyuan,105.0
4,5,70.0,13.0,75.0,400.0,2.0,8.9,1010.1,-3.0,0.0,0.2,,Shunyi,34.0
6,11,36.0,2.0,25.0,500.0,129.0,23.4,1004.8,12.1,0.0,0.8,NNW,Gucheng,21.0
2,1,185.0,40.0,118.0,3900.0,3.0,-1.0,1007.0,-8.9,0.0,0.6,W,Gucheng,185.0
10,8,58.0,6.0,60.0,600.0,12.0,9.9,1020.9,-1.5,0.0,1.0,NE,Dongsi,35.0
7,21,61.0,2.0,45.0,1200.0,51.0,26.2,1000.2,23.5,0.0,0.6,WNW,Changping,50.0
1,20,41.0,4.0,26.0,600.0,53.0,-2.7,1024.5,-18.7,0.0,1.8,NNW,Changping,7.0
9,3,173.0,2.0,30.0,1000.0,48.0,18.8,1003.0,18.2,0.0,1.2,NW,Huairou,173.0
11,14,344.0,13.0,115.0,3900.0,2.0,7.3,1008.7,3.9,0.0,1.5,ESE,Aotizhongxin,229.0
4,8,80.0,2.0,89.0,2500.0,7.0,11.2,1006.0,8.8,1.2,0.8,NNW,Gucheng,60.0
2,18,95.0,17.0,43.0,900.0,62.0,6.6,1015.8,-14.8,0.0,2.0,SW,Aotizhongxin,57.0
2,20,326.0,91.0,113.0,3900.0,3.0,3.8,1027.1,-1.2,0.0,4.0,SE,Nongzhanguan,227.0
5,11,43.0,2.0,10.0,400.0,87.0,19.0,1012.4,-9.1,0.0,2.9,N,Aotizhongxin,43.0
1,5,20.0,27.0,19.0,500.0,28.0,-4.3,1028.7,-18.2,0.0,1.1,NNE,Aotizhongxin,14.0
6,23,41.0,14.28,84.173,1600.0,2.0,20.2,1001.8,19.4,0.0,0.1,WNW,Wanliu,55.0
5,0,73.0,10.0,25.0,1400.0,69.0,10.9,1012.0,8.3,2.0,1.7,NE,Shunyi,37.0
2,18,56.0,3.0,18.0,400.0,62.0,8.5,1005.2,-20.4,0.0,5.6,N,Gucheng,11.0
1,8,157.0,10.0,85.0,3800.0,2.0,-5.1,1015.4,-8.8,0.0,1.0,NNW,Gucheng,157.0
9,6,79.0,2.0,71.0,800.0,4.0,18.9,1011.1,17.9,0.0,0.7,ENE,Nongzhanguan,79.0
11,0,341.0,196.0,123.0,,14.0,0.6,1017.6,-2.8,0.0,1.0,E,Dongsi,378.0
11,16,240.0,44.0,92.0,1600.0,7.0,6.6,1018.2,0.3,0.0,1.4,NW,Gucheng,210.0
10,2,179.0,12.0,107.0,1400.0,2.0,10.8,1016.2,8.9,0.0,0.0,SW,Wanshouxigong,145.0
12,11,19.0,10.0,32.0,600.0,42.0,-1.0,1023.0,-21.2,0.0,2.1,W,Nongzhanguan,10.0
5,3,21.0,3.0,8.0,,,9.2,999.8,2.3,0.0,0.4,WSW,Shunyi,22.0
1,11,250.0,84.0,111.0,4100.0,10.0,-1.0,1020.0,-12.0,0.0,1.8,ENE,Nongzhanguan,204.0
12,12,197.0,35.0,88.0,2600.0,10.0,3.6,1023.9,-3.7,0.0,1.6,NE,Dingling,197.0
4,1,71.0,9.0,35.0,600.0,60.0,13.4,1011.3,-0.3,0.0,3.0,WSW,Wanshouxigong,50.0
11,23,187.0,18.0,129.0,2800.0,2.0,5.9,1017.0,3.7,0.0,0.7,E,Guanyuan,170.0
9,18,195.0,5.0,40.0,1200.0,,25.55,1005.0,18.4,0.0,1.7,SE,Shunyi,183.0
6,7,65.0,,39.0,800.0,114.0,23.0,1003.4,15.1,0.0,3.1,NNE,Tiantan,54.0
4,0,153.0,18.0,32.0,900.0,63.0,10.3,1011.6,-11.1,0.0,1.8,SSW,Tiantan,44.0
12,1,71.0,7.0,48.0,1700.0,12.0,-5.6,1007.0,-13.9,0.0,1.5,NW,Huairou,68.0
8,14,143.0,6.0,29.0,1200.0,335.0,34.3,996.7,22.7,0.0,1.8,WSW,Wanliu,120.0
4,21,36.0,2.0,,300.0,51.0,8.6,1019.3,-11.4,0.0,4.6,NE,Wanliu,24.0
8,15,36.0,10.0,24.0,800.0,203.0,30.6,998.3,13.8,0.0,1.2,ESE,Aotizhongxin,36.0
3,3,15.0,2.0,17.0,200.0,78.0,8.6,1020.8,-12.0,0.0,2.3,N,Changping,6.0
11,14,171.0,4.0,16.0,400.0,53.0,6.2,1012.2,-20.3,0.0,7.0,NNW,Guanyuan,15.0
6,21,123.0,2.0,19.0,1000.0,75.0,22.8,991.2,19.6,0.0,1.6,WNW,Huairou,123.0
9,0,12.0,2.0,8.0,200.0,15.0,9.025,1014.0,6.3,0.0,0.7,NW,Huairou,12.0
11,16,55.0,25.0,72.6762,,28.2744,8.4,1011.2,-10.0,0.0,1.7,WSW,Wanliu,56.0
7,21,132.0,2.0,35.0,1100.0,44.0,27.4,999.5,24.7,0.0,1.1,NE,Wanliu,132.0
4,10,353.0,2.0,8.0,300.0,79.0,18.1,1001.7,-3.4,0.0,7.6,WNW,Gucheng,44.0
8,12,63.0,2.0,51.0,600.0,120.0,29.8,998.8,14.0,0.0,1.1,SE,Gucheng,32.0
9,21,19.0,2.0,25.0,300.0,37.0,15.0,1003.8,5.2,0.0,1.2,WNW,Dingling,6.0
9,7,57.0,2.0,39.0,900.0,3.0,20.9,1004.5,16.5,0.0,1.3,N,Changping,65.0
8,18,16.0,2.0,18.0,300.0,78.0,22.3,1003.7,17.7,0.0,1.1,NNW,Changping,16.0
10,23,20.0,2.0,20.0,400.0,39.0,9.1,1011.3,-6.0,0.0,1.3,NW,Changping,3.0
9,1,14.0,2.0,9.0,500.0,7.0,8.05,1014.0,6.5,0.0,0.0,,Huairou,13.0
9,22,38.0,2.0,46.0,900.0,18.0,16.5,1001.4,15.2,0.0,1.1,NNW,Changping,38.0
11,11,27.0,13.0,30.0,600.0,43.0,18.6,1020.0,-5.5,0.0,2.6,NNE,Aotizhongxin,24.0
3,22,93.0,8.0,95.0,600.0,29.0,11.8,1022.4,-14.1,0.0,1.4,WNW,Wanliu,39.0
1,23,36.0,5.0,22.0,800.0,48.0,-4.8,1026.2,-18.3,0.0,2.5,NNW,Changping,14.0
5,3,79.0,4.0,12.0,600.0,65.0,14.8,998.5,10.8,0.0,0.9,NW,Huairou,52.0
6,20,51.0,4.0,41.0,600.0,147.0,32.7,998.4,10.7,0.0,1.6,SSW,Dongsi,38.0
7,10,24.0,2.0,13.0,500.0,55.0,28.7,996.0,20.7,0.0,1.2,SW,Dingling,13.0
9,0,78.0,2.0,28.0,800.0,43.0,16.9,1001.3,15.2,0.1,1.0,NNW,Changping,78.0
3,17,171.0,4.0,23.0,200.0,87.0,8.6,1013.0,-18.3,0.0,4.8,NNE,Guanyuan,10.0
10,1,159.0,6.0,98.0,2500.0,2.0,4.3,1019.4,3.0,0.0,0.4,W,Gucheng,127.0
3,15,27.0,5.0,2.0,300.0,102.0,18.8,1016.7,-12.3,0.0,3.7,W,Wanshouxigong,16.0
10,2,92.0,2.0,71.0,1900.0,2.0,14.0,1019.3,13.4,0.0,1.1,NE,Wanshouxigong,92.0
11,13,220.0,20.0,123.0,2100.0,13.0,12.0,1012.5,1.0,0.0,1.1,SSE,Guanyuan,174.0
9,16,29.0,2.0,32.0,400.0,103.0,25.9,1004.2,14.0,0.0,1.6,SSE,Shunyi,22.0
8,5,6.0,3.0,11.0,200.0,33.0,21.9,1000.4,17.5,0.0,1.6,N,Huairou,3.0
6,17,107.0,14.0,25.0,800.0,255.0,29.6,998.3,13.4,0.0,2.6,SSW,Huairou,72.0
10,9,19.0,2.0,24.0,100.0,39.0,9.0,1022.5,-11.6,0.0,2.3,NNE,Wanliu,7.0
3,19,376.0,22.0,30.0,600.0,128.0,21.5,1000.9,-0.5,0.0,3.2,SE,Dingling,80.0
5,6,127.0,49.0,70.0,1200.0,43.0,18.5,1009.4,11.6,0.0,1.7,NE,Wanliu,126.0
6,12,46.0,17.0,53.0,800.0,98.0,29.7,1003.9,17.8,0.0,2.9,SSW,Guanyuan,44.0
1,7,9.0,11.0,23.0,700.0,48.0,-10.9,1033.0,-22.4,0.0,3.1,NE,Shunyi,9.0
1,23,86.0,24.0,61.0,900.0,24.0,-5.775,1025.5,-19.7,0.0,1.1,SW,Guanyuan,65.0
7,14,5.0,2.0,6.0,200.0,78.0,32.0,991.8,3.9,0.0,2.9,NE,Huairou,3.0
10,0,46.0,2.0,21.0,700.0,27.0,10.4,1016.5,9.3,0.0,1.3,N,Shunyi,46.0
8,17,52.0,2.0,26.0,700.0,189.0,27.2,1005.4,19.3,0.0,1.5,NE,Guanyuan,52.0
8,2,98.0,8.0,40.0,2200.0,79.0,24.4,1006.2,21.9,0.0,1.0,ENE,Aotizhongxin,86.0
7,9,92.0,11.0,56.0,600.0,17.0,28.0,1001.3,20.8,0.0,0.9,E,Aotizhongxin,37.0
6,0,89.0,6.0,24.0,600.0,125.0,25.3,990.5,15.0,0.0,0.8,N,Changping,48.0
5,11,153.0,17.0,64.0,1000.0,65.0,20.6,1005.3,7.2,0.0,2.5,NE,Wanshouxigong,74.0
3,23,97.0,9.0,73.0,800.0,11.0,11.8,1017.7,-17.8,0.0,2.2,NNW,Shunyi,71.0
4,2,12.0,2.0,29.0,400.0,51.0,8.3,1018.3,6.4,0.0,0.6,NNW,Nongzhanguan,12.0
10,4,72.0,2.0,53.0,800.0,3.0,9.5,1005.2,9.2,0.1,0.7,W,Gucheng,72.0
2,12,95.0,66.0,33.0,1200.0,46.0,7.0,1023.0,-9.4,0.0,5.1,WNW,Changping,95.0
10,10,27.0,2.0,17.0,300.0,54.0,17.7,1012.8,0.8,0.0,3.4,N,Wanliu,9.0
1,15,83.0,37.0,43.0,1400.0,49.0,3.0,1031.2,-13.8,0.0,3.0,S,Dongsi,83.0
4,5,70.0,3.0,21.0,800.0,41.0,7.5,1005.7,3.9,0.0,1.0,NW,Changping,60.0
11,4,7.0,2.0,36.0,400.0,25.0,0.6,1018.0,-11.5,0.0,1.0,W,Gucheng,5.0
3,21,306.0,71.0,152.0,3400.0,6.0,2.6,1012.5,-7.1,0.0,0.6,ENE,Wanshouxigong,279.0
4,4,154.0,33.0,55.0,1300.0,43.0,5.2,1001.1,-1.7,0.0,0.4,NNE,Changping,121.0
5,0,185.0,18.0,57.0,500.0,50.0,14.1,1012.2,0.0,0.0,1.0,SE,Wanliu,36.0
7,23,76.0,3.0,25.0,800.0,98.0,28.2,1003.7,24.8,0.2,1.2,W,Dongsi,76.0
9,9,126.0,9.0,80.0,1300.0,31.0,20.7,1011.3,11.9,0.0,1.1,NE,Aotizhongxin,85.0
4,20,210.0,14.0,54.0,900.0,158.0,22.8,999.8,11.5,0.0,1.1,SSW,Gucheng,99.0
10,1,27.0,2.0,29.0,600.0,10.0,4.4,1013.3,4.0,0.0,1.7,SSW,Huairou,43.0
3,17,160.0,27.0,31.0,900.0,173.0,19.3,1006.1,1.7,0.0,2.9,SSE,Dingling,119.0
4,19,149.0,26.0,42.0,1100.0,189.0,19.3,1012.1,6.7,0.0,0.9,SSW,Nongzhanguan,134.0
6,9,44.0,2.0,35.0,500.0,72.0,26.4,994.9,19.8,0.0,1.3,ESE,Dingling,44.0
5,17,102.0,25.0,30.0,1500.0,73.0,20.6,1005.1,17.0,0.0,3.2,SSE,Shunyi,96.0
8,13,124.0,10.0,84.0,1800.0,19.0,26.4,1001.9,20.7,0.0,1.5,N,Aotizhongxin,79.0
11,13,39.0,16.0,27.0,700.0,48.0,-1.8,1033.8,-9.2,0.0,2.6,ENE,Tiantan,39.0
